,clust,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
649,2,0,131,6,52,0,6,943.2
650,2,55790,111,4,40,0,9,117.672722
651,0,70258,69,20,65,0,2,225.145949
652,2,0,95,13,20,0,5,456.0
653,2,47274,83,32,26,1,5,182.432565
654,2,0,78,27,10,0,8,644.755653
655,0,0,73,26,84,0,3,525.6
656,0,15818,107,24,99,0,2,333.886816
657,0,44552,137,7,42,0,3,311.103582
658,0,64348,86,25,18,0,1,212.391975
659,0,0,62,27,53,0,2,297.6
660,0,88997,72,9,71,0,3,174.041566
661,0,77411,67,30,63,0,1,257.900458
662,0,10312,78,10,63,0,1,486.278557
663,2,0,72,4,11,1,7,345.6
664,0,96263,103,5,5,0,1,1.924709
665,0,28919,72,18,11,0,1,518.4
666,0,0,68,2,28,1,4,326.4
667,2,41869,64,5,52,0,6,262.12205
668,2,0,128,5,76,0,8,921.6
669,0,32808,68,1,88,1,1,541.695658
670,0,79780,68,11,58,0,2,326.4
671,2,91025,112,26,37,0,9,327.682669
672,0,33043,95,15,90,0,1,456.0
673,0,69442,118,26,6,3,3,1265.570302
674,0,0,70,18,47,0,1,63.043197
675,2,0,70,25,48,0,9,336.0
676,0,47234,65,11,34,0,1,15.631363
677,0,86863,92,27,26,0,3,441.6
678,0,25805,66,25,0,2,2,375.866091
679,0,43676,76,19,7,0,3,364.8
680,0,59855,74,30,82,4,1,355.2
681,0,35296,126,19,11,0,2,452.616872
682,0,36576,125,11,73,1,3,113.450122
683,0,28513,100,4,22,1,2,480.0
684,0,85448,72,16,76,0,3,16.03451
685,2,23791,110,11,71,3,7,615.27228
686,0,20597,112,31,46,0,1,615.256301
687,2,56940,87,11,10,0,9,512.66245
688,0,93210,71,35,62,0,2,74.523935
689,2,48992,94,30,0,1,7,426.072946
690,0,53736,71,2,20,0,2,169.287785
691,0,25378,66,22,32,1,2,419.464143
692,0,76731,64,2,68,0,1,201.455005
693,0,0,64,11,85,0,1,662.69318
694,0,69379,103,14,79,0,1,494.4
695,0,57449,103,6,28,0,2,494.4
696,2,0,68,7,31,0,7,326.4
697,0,0,93,30,70,0,6,669.6
698,0,33806,89,32,59,0,2,395.729716
699,0,77048,103,20,41,0,1,141.199465
700,0,74965,90,20,93,0,2,58.557552
701,0,34095,63,5,99,0,2,302.4
702,0,0,66,16,35,4,1,316.8
703,0,96045,61,24,35,0,1,8.582971
704,0,86355,118,27,86,0,2,285.418473
705,2,27824,118,32,9,0,8,566.4
706,0,42995,101,10,22,0,2,410.508316
707,0,21235,79,18,56,0,1,244.23135
708,0,74585,106,1,49,0,1,218.598065
709,0,41833,103,28,43,0,1,643.826716
710,0,23908,70,18,57,0,4,336.0
711,0,0,65,9,31,0,2,312.0
712,0,61953,113,5,63,0,1,497.047297
713,0,0,142,5,87,0,1,1022.4
714,0,0,137,25,45,0,1,657.6
715,0,73760,107,16,3,1,2,230.245772
716,0,23333,74,8,43,0,1,5.622751
717,0,0,61,6,30,0,1,292.8
718,2,20440,128,11,54,2,9,614.4
719,0,86073,136,3,32,0,1,333.5671
720,0,50943,139,18,14,0,1,667.2
721,0,19003,71,29,21,0,1,34.651305
722,2,46703,108,0,48,0,6,678.100487
723,0,14072,71,13,3,0,2,511.2
724,0,21733,73,17,37,0,2,525.6
725,0,20811,61,33,61,0,1,292.8
726,0,11904,61,34,11,2,3,292.8
727,0,43490,114,24,63,4,6,174.588413
728,0,57340,67,7,19,0,2,159.391681
729,0,49088,97,4,46,0,3,698.4
730,2,47761,131,2,54,0,6,232.711071
731,0,70930,99,2,21,0,2,190.43446
732,2,61281,110,7,16,0,7,79.865605
733,0,0,82,4,77,1,3,393.6
734,0,25290,66,0,4,0,2,382.085897
735,2,24239,88,25,5,0,8,48.348319
736,2,82664,114,24,10,3,9,133.425609
737,0,83210,110,0,25,0,3,528.0
738,0,38736,81,7,35,0,2,561.414794
739,2,0,66,0,10,0,9,316.8
740,0,55437,64,5,78,1,2,445.287788
741,0,0,130,0,93,0,1,23.820158
742,0,0,71,33,83,0,3,407.99684
743,0,29066,100,13,51,0,3,844.229478
744,0,54337,72,27,7,0,1,345.6
745,0,67616,96,25,17,0,2,340.306584
746,0,41082,63,23,94,0,2,106.647493
747,0,0,73,12,71,0,4,626.116259
748,0,36650,69,2,70,1,1,56.60333
749,0,50631,112,19,12,4,2,784.65781
750,0,19592,92,31,63,0,2,441.6
751,0,0,114,30,1,0,2,547.2
752,0,55761,115,22,73,0,2,86.27772
753,0,17576,71,29,70,0,1,398.502948
754,0,41449,89,15,45,0,5,63.516572
755,1,14290,271,20,40,0,1,1300.8
756,0,62007,73,4,7,0,3,120.015609
757,1,21921,206,14,44,0,3,1254.137899
758,0,42621,66,8,3,0,3,316.8
759,0,0,87,16,41,1,2,417.6
760,1,63786,196,30,81,0,1,798.002689
761,2,0,104,1,48,3,7,82.041684
762,0,82877,99,8,89,1,3,22.819088
763,0,0,63,0,75,0,1,302.4
764,0,10475,88,13,81,1,2,422.4
765,2,21952,66,20,31,0,6,316.8
766,0,49721,132,18,49,0,2,639.971388
767,0,88340,102,16,1,0,2,489.6
768,0,0,65,7,28,0,1,312.0
769,0,0,65,14,62,0,2,468.0
770,0,24589,82,33,39,0,2,511.497882
771,0,69379,103,14,79,0,1,494.4
772,0,73769,61,24,95,2,3,239.540223
773,0,66670,114,23,6,0,1,518.180364
774,0,88854,118,6,50,0,2,715.252366
775,0,31266,193,6,79,0,1,926.4
776,0,43860,65,15,58,0,1,156.124914
777,0,89284,133,4,62,2,1,402.070719
778,0,67267,89,31,10,0,2,94.814032
779,0,79270,95,28,61,3,2,456.0
780,0,36692,109,1,6,1,1,523.2
781,0,0,119,0,37,0,1,571.2
782,0,0,107,3,65,0,3,513.6
783,0,0,105,3,92,0,1,504.0
784,0,0,135,8,14,0,1,972.0
785,0,44624,71,10,79,1,2,73.883044
786,0,0,71,1,23,0,2,340.8
787,0,19614,85,21,32,0,2,574.024018
788,0,0,64,31,53,0,1,632.715382
789,0,83846,74,22,94,3,2,355.2
790,0,51159,72,4,61,0,1,4.238626
791,0,83772,62,13,76,0,1,42.248087
792,0,66839,154,33,24,0,1,739.2
793,0,88440,70,19,30,0,2,27.145151
794,0,25666,63,7,30,2,2,270.002766
795,0,52926,61,2,92,0,1,292.8
796,0,0,67,16,90,0,1,494.946438
797,0,40001,70,26,7,0,2,142.567008
798,0,0,70,24,10,0,1,425.266308
799,2,18024,65,13,1,0,3,312.0
800,0,0,68,19,2,3,2,326.4
801,0,23220,74,3,73,0,1,251.334247
802,0,64125,108,3,44,0,3,369.818708
803,0,58042,62,14,88,0,2,161.419528
804,0,90034,112,5,86,0,1,537.6
805,0,27972,61,7,38,0,1,292.8
806,0,0,65,6,45,0,2,312.0
807,0,50989,80,3,11,0,1,255.999709
808,0,11885,101,18,39,0,2,484.8
809,0,89451,63,11,2,0,1,61.769564
810,1,0,182,3,56,0,2,1310.4
811,2,78904,109,10,38,0,9,250.001424
812,0,70247,83,13,19,1,1,141.799422
813,2,32653,67,4,25,0,9,321.6
814,0,93595,97,15,30,4,1,49.797016
815,0,90279,115,7,64,0,2,372.175592
816,0,0,72,3,56,0,3,542.14385
817,0,53310,189,26,33,3,1,1360.8
818,0,0,105,5,42,0,5,504.0
819,0,22234,160,0,92,0,3,768.0
820,0,91375,99,22,89,0,2,72.632934
821,0,22250,86,10,36,0,3,720.601429
822,2,0,80,9,69,0,7,576.0
823,0,0,84,18,25,1,4,481.025786
824,0,51179,71,10,25,0,2,466.176731
825,0,38667,72,8,67,0,1,159.266473
826,0,79487,114,20,87,0,1,547.2
827,2,67763,107,28,10,2,9,41.283167
828,2,0,62,8,81,2,6,503.808329
829,0,0,71,5,20,0,5,859.599411
830,0,71943,112,8,51,0,4,305.653785
831,0,53526,68,27,69,0,4,278.902846
832,1,35005,295,14,46,0,2,1416.0
833,0,24721,67,3,76,0,1,139.963594
834,0,0,102,29,72,2,2,734.4
835,0,88997,72,9,71,0,3,174.041566
836,0,48587,111,7,14,0,2,532.8
837,0,76310,67,1,33,0,1,321.6
838,0,73205,92,9,18,0,1,37.299865
839,0,51056,78,27,86,0,2,95.816516
840,1,58414,210,7,24,2,1,1008.0
841,2,23940,107,13,34,0,7,513.6
842,0,0,62,26,18,0,1,446.4
843,0,44216,71,24,36,0,2,72.205362
844,0,27972,61,7,38,0,1,292.8
845,2,0,69,27,48,0,9,331.2
846,0,29305,66,1,38,0,1,475.2
847,0,53882,69,14,33,0,1,331.2
848,0,91757,69,29,58,1,1,331.2
849,0,33906,64,25,49,0,2,401.592109
850,2,68158,139,28,87,1,4,253.183568
851,2,0,134,24,86,3,5,643.2
852,0,42165,123,22,66,0,1,799.673766
853,0,0,101,24,11,0,1,727.2
854,0,30817,88,25,43,0,1,91.834668
855,0,68074,65,12,62,0,1,27.987867
856,0,0,131,20,59,0,2,842.391832
857,0,71135,92,11,64,1,3,270.563995
858,0,0,61,30,35,0,3,292.8
859,2,37722,116,8,23,0,8,158.077504
860,0,0,139,5,56,0,2,667.2
861,2,44705,71,21,63,0,6,148.173152
862,0,64642,96,3,79,0,2,404.265696
863,0,50071,71,3,32,0,1,18.918935
864,2,46754,106,5,70,1,9,513.818403
865,0,64801,64,23,19,0,2,268.471802
866,0,70410,83,25,13,0,1,131.828507
867,0,66957,131,31,4,1,1,628.8
868,0,24213,78,11,28,1,2,374.4
869,0,0,101,1,83,4,1,960.115399
870,0,79751,63,15,67,0,1,392.235698
871,0,86122,182,33,54,1,1,873.6
872,0,82297,116,5,62,0,1,0.382107
873,0,82210,68,33,46,4,1,51.961915
874,0,43259,73,12,18,0,2,350.4
875,0,0,79,7,72,0,2,379.2
876,0,25064,62,17,34,0,1,297.6
877,0,25816,119,18,63,0,1,571.2
878,2,0,73,14,74,0,8,350.853987
879,2,41662,69,27,73,0,6,217.973168
880,0,96170,92,8,86,0,1,441.6
881,0,46072,64,0,61,0,4,25.934064
882,0,37931,99,8,31,0,2,475.2
883,2,35127,62,9,21,0,5,297.6
884,0,72450,66,21,58,0,1,84.218363
885,0,93087,131,14,25,3,1,628.8
886,0,22398,67,23,76,2,1,321.6
887,0,92983,87,9,77,1,2,153.205591
888,1,27689,239,0,72,2,1,2893.239678
889,2,69654,118,10,50,0,7,629.532731
890,0,80744,111,15,19,0,2,361.284757
891,0,0,112,13,59,0,1,1185.988301
892,0,0,64,7,5,1,2,460.8
893,0,76358,66,25,3,0,2,86.461582
894,0,18608,71,13,24,0,1,340.8
895,0,73168,70,21,50,0,3,425.800112
896,0,21190,65,24,68,2,1,312.0
897,0,94041,66,14,11,0,1,159.756733
898,0,91474,113,9,99,0,2,24.087774
899,0,61469,63,16,65,5,3,302.4
900,0,16618,62,0,40,0,1,219.288706
901,1,48081,188,31,12,0,5,881.360959
902,2,67632,121,0,44,0,4,26.951627
903,2,34115,119,6,73,0,6,466.122541
904,0,23051,99,31,86,0,1,475.2
905,0,23748,99,0,24,0,2,607.095655
906,0,40589,69,23,68,0,2,331.2
907,0,50809,83,29,58,0,2,290.381707
908,0,66676,97,0,40,0,1,558.099357
909,0,52339,70,7,55,3,2,336.0
910,0,14973,115,2,75,0,2,828.0
911,0,0,83,2,47,0,4,540.514115
912,2,31546,65,4,83,0,9,100.049832
913,0,67763,73,17,69,1,1,59.861963
914,0,83170,97,0,53,0,2,344.118069
915,0,19464,84,10,94,1,1,871.505797
916,2,66943,65,33,10,1,7,53.084753
917,0,81872,115,10,55,0,2,256.43803
918,0,50450,90,11,68,0,2,135.892444
919,0,21342,62,34,72,0,3,74.350893
920,2,34621,108,21,32,1,8,621.464468
921,0,62396,64,13,18,0,2,307.2
922,0,97212,93,28,61,0,1,360.05589
923,0,49648,70,0,23,0,1,65.954813
924,2,97984,61,1,36,1,5,407.450118
925,0,26308,114,10,30,0,3,547.2
926,1,63528,256,15,23,0,1,1228.8
927,2,20225,114,27,64,1,6,547.2
928,2,0,112,3,84,0,7,806.4
929,0,87620,64,3,15,0,2,24.063693
930,0,0,72,22,79,0,2,311.329282
931,0,34990,65,23,73,0,1,42.689135
932,0,99934,71,9,12,0,3,460.323855
933,2,85702,67,9,74,0,6,249.085887
934,0,94648,69,19,64,0,1,331.2
935,2,24516,71,11,23,0,8,300.607591
936,0,61063,85,21,4,0,2,262.504882
937,0,0,74,27,91,0,1,263.365432
938,2,0,64,23,71,0,6,307.2
939,0,15169,63,34,15,0,3,302.4
940,0,55390,71,34,29,0,2,256.268091
941,0,27592,62,6,29,0,1,297.6
942,0,88264,62,8,34,0,1,297.6
943,0,83297,113,6,28,0,1,542.4
944,1,0,188,35,82,0,7,1353.6
945,0,0,90,21,21,0,2,432.0
946,0,55897,104,33,5,0,1,499.2
947,0,21297,71,26,56,0,1,45.507952
948,0,87560,98,4,86,1,2,470.4
949,0,0,96,5,7,4,1,691.2
950,0,0,85,3,53,0,1,408.0
951,0,89398,86,5,57,0,1,82.409922
952,0,36843,68,12,11,3,1,357.642982
953,0,0,134,23,16,0,4,643.2
954,0,34946,65,30,63,0,1,420.35698
955,2,75680,78,27,6,0,6,136.787725
956,2,0,69,23,13,0,7,331.2
957,2,37722,116,8,23,0,8,158.077504
958,2,10269,65,12,5,0,3,170.798204
959,2,49714,63,29,64,3,4,266.165535
960,0,77517,129,19,20,0,2,98.921782
961,2,81082,73,5,85,0,4,281.295903
962,0,72540,88,7,3,0,2,631.743039
963,0,0,65,8,58,0,1,468.0
964,0,61546,68,4,27,0,3,29.209521
965,0,44818,67,25,41,1,2,136.883999
966,0,17622,65,1,36,1,3,312.0
967,0,0,72,14,24,0,1,518.4
968,0,79797,84,27,46,0,1,31.755601
969,2,36234,63,0,44,0,5,113.534474
970,0,28919,173,5,88,0,3,830.4
971,2,0,68,6,93,0,8,480.159011
972,0,63568,65,19,5,0,2,390.792553
973,0,73935,64,13,29,1,1,72.071195
974,0,0,66,15,56,0,3,316.8
975,0,18846,115,16,84,0,3,552.0
976,2,38893,103,19,40,0,9,41.965252
977,0,0,153,25,5,0,1,1027.000029
978,2,84824,196,7,4,0,9,319.820747
979,0,20068,86,8,28,0,3,411.011162
980,0,0,125,21,34,0,1,600.0
981,2,0,135,32,61,0,8,648.0
982,0,97245,70,29,29,0,2,4.110585
983,0,51808,61,3,12,1,1,351.149904
984,0,71391,67,29,39,0,2,284.000172
985,2,0,73,17,44,0,7,496.474767
986,2,0,100,5,54,0,7,925.137143
987,2,23496,77,17,88,0,8,13.164097
988,0,22562,65,4,81,0,1,312.0
989,0,23986,119,31,3,0,1,463.335061
990,0,22974,71,0,8,0,1,180.667969
991,0,0,101,21,35,0,2,484.8
992,0,61844,106,19,74,0,2,508.8
993,0,24804,73,19,98,0,2,350.4
994,0,27760,104,13,71,0,2,302.764283
995,0,74454,71,25,29,0,3,340.8
996,0,29462,107,28,23,1,1,513.6
997,0,52266,68,14,98,0,1,141.922839
998,0,0,70,18,99,0,2,349.783046
999,0,23599,103,20,46,0,1,494.4
1000,2,36088,72,16,31,0,9,345.6
1001,0,70534,104,31,71,0,3,54.065538
1002,0,27398,125,4,71,1,2,600.0
1003,0,85296,68,15,47,0,6,342.515136
1004,0,31063,92,20,19,0,2,441.6
1005,0,0,92,8,28,0,3,1027.177255
1006,0,52367,81,25,64,0,1,275.989978
1007,0,58651,71,6,95,0,3,472.599683
1008,0,84831,192,13,37,0,2,1336.931716
1009,0,49088,114,17,87,1,2,547.2
1010,2,70263,93,30,66,0,5,7.345946
1011,1,45354,285,5,51,0,1,540.141566
1012,0,0,63,11,73,0,2,383.363758
1013,2,28334,83,3,44,0,7,537.765151
1014,0,38772,90,8,87,0,2,321.873474
1015,0,41479,94,14,38,1,1,19.575683
1016,0,23909,119,21,86,0,2,571.2
1017,2,48328,63,22,12,0,7,108.138715
1018,0,86689,85,3,72,0,1,408.0
1019,0,24204,99,25,41,1,1,707.303416
1020,0,25943,110,26,83,0,1,1067.333126
1021,2,0,73,5,72,0,7,807.947292
1022,0,62375,92,34,34,0,1,618.630955
1023,0,0,71,7,24,0,2,404.272806
1024,0,0,148,8,18,0,2,710.4
1025,0,70200,65,25,10,0,2,312.0
1026,0,0,112,16,62,0,1,707.977614
1027,0,79027,70,13,37,0,5,336.0
1028,0,26736,63,6,64,0,1,367.92773
1029,0,26893,68,1,31,0,5,68.226001
1030,2,47406,94,2,96,1,6,287.149807
1031,0,17622,65,1,36,1,3,312.0
1032,0,27572,124,11,57,0,2,595.2
1033,2,0,72,7,34,2,7,391.636628
1034,0,32802,114,31,8,0,1,547.2
1035,2,18400,89,26,52,0,8,640.8
1036,0,90844,118,10,98,0,2,232.674417
1037,0,44685,69,1,41,0,2,331.2
1038,0,0,80,30,8,0,1,336.50961
1039,0,42589,98,8,73,0,1,470.4
1040,0,0,72,17,55,0,2,345.6
1041,0,63009,112,17,49,0,2,485.286815
1042,0,79583,109,12,76,2,1,523.2
1043,0,89129,64,24,93,0,1,328.870868
1044,0,0,69,23,15,0,1,496.8
1045,2,94389,107,16,76,0,8,85.063708
1046,1,0,197,5,50,0,9,1418.4
1047,0,84106,64,0,86,0,2,334.408717
1048,0,0,69,2,71,0,1,42.096415
1049,2,76717,66,26,10,0,6,300.528579
1050,0,51978,66,18,81,0,1,144.782152
1051,2,47325,107,0,92,0,6,64.598216
1052,0,86721,111,33,10,0,3,532.8
1053,0,24910,63,7,63,1,1,347.857619
1054,0,90125,110,1,72,0,3,128.645946
1055,2,0,73,24,40,2,9,525.6
1056,0,89451,63,11,2,0,1,61.769564
1057,2,59537,66,23,5,0,7,316.8
1058,1,0,199,6,37,0,1,955.2
1059,0,54193,117,2,83,0,2,720.752945
1060,2,86946,118,13,14,0,7,340.656963
1061,0,0,92,15,36,0,2,546.524896
1062,0,12160,109,5,34,0,1,489.411833
1063,0,33701,63,16,67,0,5,171.325856
1064,0,33531,116,11,15,0,1,801.577478
1065,0,69417,73,30,78,1,1,30.874869
1066,0,38644,78,28,0,1,1,361.455219
1067,0,63209,102,20,28,2,2,207.320041
1068,0,16061,88,26,23,0,1,633.6
1069,0,79487,114,20,87,0,1,547.2
1070,2,54230,112,10,21,0,9,537.6
1071,0,71210,214,8,89,1,2,1027.2
1072,0,94903,94,3,38,0,1,451.2
1073,2,27293,96,20,55,0,6,469.030907
1074,0,70950,171,6,12,0,1,565.929394
1075,0,0,63,19,9,0,1,302.4
1076,0,37009,71,1,45,0,1,145.673348
1077,2,52629,65,30,22,0,6,136.684141
1078,1,31264,198,9,54,1,2,825.657746
1079,0,65473,67,4,14,0,2,277.685667
1080,0,0,65,13,7,0,1,468.0
1081,0,99144,61,29,51,0,1,292.8
1082,0,22520,73,17,64,0,3,350.4
1083,2,36615,65,14,7,0,5,264.563772
1084,0,64455,108,5,43,0,2,133.735395
1085,2,76374,61,21,28,0,7,292.8
1086,0,35457,105,0,93,0,1,641.230581
1087,2,56005,68,31,30,1,3,326.4
1088,0,61040,79,12,24,1,4,20.382876
1089,2,81367,103,2,32,0,4,415.768941
1090,0,44817,83,23,89,0,2,527.421579
1091,0,58508,69,32,11,0,1,57.614392
1092,0,45259,138,1,27,0,4,272.217171
1093,0,30817,88,25,43,0,1,91.834668
1094,0,0,72,3,65,0,1,345.6
1095,0,40870,105,3,56,0,2,504.0
1096,0,35001,96,18,87,3,1,460.8
1097,0,49937,64,1,45,0,2,302.586407
1098,0,0,109,35,75,0,1,523.2
1099,0,58317,73,0,56,0,2,350.4
1100,2,0,109,15,61,0,7,523.2
1101,0,17101,113,1,88,0,2,542.4
1102,0,0,118,14,64,0,4,566.4
1103,2,0,65,24,53,0,3,468.0
1104,0,24398,63,14,79,1,3,302.4
1105,0,24641,61,16,57,0,1,294.92773
1106,0,69040,108,4,88,0,1,518.4
1107,0,17101,113,1,88,0,2,542.4
1108,0,59886,104,30,1,0,4,71.729298
1109,1,14290,271,20,40,0,1,1300.8
1110,2,43137,96,8,41,0,8,460.8
1111,2,27978,69,3,21,1,7,447.911255
1112,0,25261,118,31,9,0,1,566.4
1113,0,58652,64,14,75,5,1,307.2
1114,0,28321,111,34,32,0,1,537.391704
1115,0,0,69,35,79,0,2,496.8
1116,2,0,72,20,12,0,6,518.4
1117,2,0,88,17,25,0,6,633.6
1118,0,94415,127,6,53,1,1,492.770321
1119,0,0,103,4,67,0,2,1149.203884
1120,0,45331,100,0,8,0,2,572.635987
1121,0,53904,67,1,17,2,1,321.6
1122,0,0,74,18,58,0,2,811.086484
1123,2,0,70,11,36,2,7,336.0
1124,2,0,67,20,38,0,8,482.4
1125,0,28142,105,18,50,0,1,701.708239
1126,0,74422,85,4,3,1,3,95.338505
1127,0,35095,73,25,56,0,2,525.6
1128,0,55588,114,15,40,0,2,547.2
1129,0,52391,71,9,32,0,3,409.763267
1130,0,42240,79,25,10,0,2,46.386546
1131,0,70146,96,28,65,0,1,157.440069
1132,0,41121,94,20,56,0,2,451.2
1133,0,71210,214,8,89,1,2,1027.2
1134,0,0,107,34,70,1,1,1261.943541
1135,0,41228,71,19,13,0,1,340.8
1136,0,40598,91,35,98,0,5,302.791402
1137,0,0,91,28,59,0,1,596.050118
1138,0,51790,71,12,43,0,1,340.8
1139,0,92593,68,4,53,0,1,8.44322
1140,0,28657,100,4,55,0,2,588.742251
1141,2,30262,98,0,96,1,9,499.22561
1142,0,47197,81,19,91,0,2,76.112618
1143,2,0,94,25,20,0,6,451.2
1144,0,0,61,2,15,0,2,541.561209
1145,0,0,134,22,68,0,1,964.8
1146,2,22093,87,15,8,0,9,616.749885
1147,0,54483,61,6,57,0,1,292.8
1148,0,18944,63,20,64,0,1,125.274351
1149,0,84365,66,14,42,0,2,316.8
1150,0,0,64,20,13,0,4,137.169296
1151,0,25147,101,7,54,0,1,694.598288
1152,0,14315,71,33,16,0,1,511.2
1153,2,87864,94,19,42,0,8,421.456547
1154,0,57844,85,16,31,1,2,408.0
1155,0,17913,116,0,39,0,1,556.8
1156,0,28806,99,35,75,0,2,475.2
1157,0,90343,175,11,68,0,3,833.072722
1158,0,79041,199,14,48,0,3,419.26062
1159,2,99845,110,23,25,1,8,528.0
1160,0,85019,167,26,92,0,1,801.6
1161,0,70059,194,1,97,0,1,253.740993
1162,0,70503,164,11,11,1,2,41.05291
1163,0,0,117,9,78,0,1,561.6
1164,0,39492,105,20,81,0,1,756.0
1165,0,0,68,9,34,0,1,489.6
1166,2,50405,70,6,21,1,9,7.069583
1167,2,96021,68,5,30,0,5,315.004602
1168,0,0,65,26,97,0,1,422.947888
1169,0,0,105,13,22,0,1,756.0
1170,0,65794,69,10,14,1,1,277.27294
1171,0,21975,95,28,63,0,1,456.0
1172,0,0,126,19,17,0,4,604.8
1173,0,56649,125,12,8,0,1,780.090361
1174,1,0,181,22,96,0,2,868.8
1175,0,92296,69,4,65,0,1,331.2
1176,0,39448,103,10,14,3,5,66.020788
1177,0,71794,131,19,48,0,1,457.471225
1178,0,21861,69,3,11,0,1,348.278032
1179,0,31591,72,17,65,4,1,240.241499
1180,0,60662,68,10,38,0,2,326.4
1181,0,20608,73,10,24,0,1,350.4
1182,0,21331,103,18,84,0,2,419.062661
1183,0,0,66,16,19,1,2,252.149798
1184,0,90783,104,0,38,2,2,285.745227
1185,0,36631,62,30,77,0,1,67.530904
1186,0,0,87,15,46,0,6,417.6
1187,0,26030,139,25,29,1,2,667.2
1188,2,0,70,6,24,0,6,469.491537
1189,0,0,113,14,77,0,1,542.4
1190,0,25302,70,13,16,1,2,336.0
1191,2,16483,90,14,68,0,9,320.519977
1192,0,0,82,29,92,0,2,590.4
1193,0,73222,180,24,43,0,3,821.51673
1194,2,22061,74,25,25,0,8,355.2
1195,0,86321,66,7,25,0,1,316.8
1196,2,54668,68,3,41,1,6,326.4
1197,0,0,62,15,80,0,3,297.6
1198,0,69497,142,30,31,0,2,92.286763
1199,0,86617,63,9,10,0,1,188.325603
1200,1,22705,239,19,59,0,7,1294.700423
1201,2,20836,79,25,2,0,9,193.57032
1202,0,88410,99,30,31,0,1,475.2
1203,2,0,69,26,33,0,9,496.8
1204,0,21073,106,25,54,1,3,508.8
1205,0,0,66,16,77,0,2,316.8
1206,0,66429,136,35,93,0,1,57.712985
1207,0,66889,80,6,16,0,1,294.319428
1208,2,36088,72,16,31,0,9,345.6
1209,0,75217,61,12,47,1,2,147.080303
1210,0,0,68,8,9,0,2,489.6
1211,0,17557,96,6,5,0,1,666.724937
1212,0,81064,70,20,4,4,3,42.238585
1213,0,0,66,2,45,0,5,700.331425
1214,0,75313,89,16,64,1,2,527.139074
1215,2,45703,98,17,36,0,9,470.4
1216,0,40036,65,2,85,0,2,48.828732
1217,0,0,71,23,84,0,1,191.640085
1218,0,65870,61,21,40,1,2,202.847644
1219,0,91469,100,11,89,2,2,418.864555
1220,0,42090,119,0,61,0,3,203.352239
1221,2,21368,79,7,2,0,6,4.61262
1222,0,78362,73,16,66,0,2,525.6
1223,0,33879,98,16,82,0,2,470.4
1224,2,72874,70,26,31,0,6,336.0
1225,0,0,82,29,23,1,2,393.6
1226,2,0,110,9,23,0,6,550.825934
1227,0,72215,66,22,23,0,2,247.911872
1228,2,39854,66,6,4,0,7,261.930545
1229,2,36655,61,15,81,0,9,295.223164
1230,0,37995,139,16,50,0,1,667.2
1231,2,40867,112,21,98,0,7,537.6
1232,0,28804,78,6,84,0,3,76.025368
1233,0,48409,124,13,60,0,2,345.211703
1234,2,19683,117,17,41,1,9,561.6
1235,0,88706,110,14,72,1,2,528.0
1236,0,89689,74,14,4,0,2,136.829537
1237,2,67241,68,22,6,1,9,5.674809
1238,0,75436,78,10,20,0,2,9.747443
1239,0,91761,109,33,20,2,1,779.052276
1240,1,25771,222,21,58,0,4,1253.984948
1241,0,60920,64,10,61,0,2,231.201886
1242,0,96869,101,25,97,0,3,628.498605
1243,0,17752,77,26,87,0,1,369.6
1244,0,60944,130,10,38,2,4,623.505066
1245,0,22081,84,1,9,0,6,451.670309
1246,0,73695,84,28,84,0,1,403.2
1247,0,0,130,11,0,0,1,936.0
1248,0,95697,61,16,55,0,1,114.273025
1249,2,15300,85,17,16,0,9,408.0
1250,2,0,131,34,61,0,9,628.8
1251,0,12902,139,3,51,0,1,667.2
1252,2,29809,61,13,17,0,9,365.312072
1253,0,0,74,17,27,0,2,355.2
1254,0,0,96,21,18,0,3,460.8
1255,0,25998,71,16,38,0,2,791.878042
1256,0,28248,90,25,89,0,1,634.385937
1257,0,68103,82,28,91,0,1,277.795988
1258,0,0,103,33,54,0,3,741.6
1259,0,81079,111,11,5,0,1,134.222332
1260,0,22732,62,31,35,0,1,15.616535
1261,0,49825,70,14,27,3,2,336.0
1262,0,0,103,11,92,0,1,621.959357
1263,0,77265,107,23,9,0,1,513.6
1264,2,0,72,20,41,0,7,779.629297
1265,0,12876,107,8,90,2,3,425.964628
1266,0,36431,99,27,59,0,2,513.252488
1267,0,25927,103,6,20,0,1,674.973614
1268,0,26811,72,22,82,0,3,465.763576
1269,0,41711,90,3,89,0,1,351.286604
1270,2,35091,74,27,19,0,9,418.927204
1271,0,0,87,17,33,0,3,417.6
1272,0,22081,84,1,9,0,6,451.670309
1273,0,0,93,7,90,1,5,446.4
1274,2,31320,72,30,95,0,5,293.86579
1275,0,0,153,25,5,0,1,1027.000029
1276,0,33947,66,10,48,1,1,192.213037
1277,0,0,62,10,31,0,2,446.4
1278,0,21189,66,4,2,0,2,316.8
1279,0,73759,114,2,25,3,6,547.2
1280,0,0,114,3,93,0,1,820.8
1281,2,44988,108,30,57,0,3,518.4
1282,0,33432,90,28,43,0,2,161.423101
1283,1,46503,215,4,21,1,1,1032.0
1284,2,0,101,12,12,0,6,973.787176
1285,2,23636,65,19,10,0,3,81.452537
1286,0,66429,136,35,93,0,1,57.712985
